Sno,Profile_of_buyer,Education_of_buyer,Occupation_of_buyer ,Is_Current_Property_Rented ,Current_Locality,Area_of_Current_Property,Deed_Type ,Value_of_New_Property_per_sqft ,Locality_of_New_Property ,Area_of_New_Property  ,Mode_of_Payment ,Number_of_installations ,New_Property_Value ,Is_there_Pan_card ,Gross_Income_for_last_1_year ,Gross_Income_for_last_2_year ,Gross_Income_for_last_3_year ,Gross_Income_for_last_4_year ,Gross_Income_for_last_5_year ,Source_of_income_1 ,Source_of_income_2 ,Source_of_income_3 ,Number_of_properties_owned ,Is_Rental_Income ,Since_when_rental_income_declared ,Ratio_rental_income_to_property_value ,Property_value_calc_on_rental_income ,Is_property_Inherited ,Inherited_Property_Cost ,Is_property_sold ,How_much_value_property_sold ,Total_value_of_all_properties_owned ,Total_income_of_last_year ,Is_Loan_Taken ,Ratio_Loan_to_own ,Who_Lender ,Rate_of_interest_charged_on_load ,Number_of_bank_accounts ,Transaction_X1 ,Transaction_X2 ,Transaction_X5 ,Transaction_X10 ,Transaction_X20,Suspicion
298,0,4,8,0,3,694,0,50152,1,2969,1,10,80255101,0,1521337,1665451,2127576,2275935,2905324,0,0,3,2,1,0,0,0,0,40803641,1,0,134615533,2121824,0,85,1,9,1,5,4,1,0,0,0
299,1,5,8,0,4,523,0,45321,0,2563,1,9,25151544,0,1658038,1607437,2018679,2280673,2784572,0,0,3,1,1,0,0,0,0,53384603,1,0,65681981,2428727,0,95,0,9,1,5,3,1,0,0,0
300,0,4,4,0,4,792,0,47224,1,2678,1,5,47692836,0,1009616,2640252,2401075,2219227,2728586,0,0,3,1,1,0,0,0,0,47552206,1,0,146491312,1238777,0,93,1,8,1,2,2,2,0,0,0
301,1,5,6,0,4,654,0,54106,0,3000,1,5,91505333,0,2356837,1531814,2330216,2685662,2604780,0,0,3,2,1,0,0,0,0,23878704,1,0,129140607,1750381,0,99,1,9,1,3,1,1,0,0,0
302,0,5,6,0,2,1359,0,54001,0,2359,1,7,50583001,0,2459188,1712270,2500654,2708752,2928073,0,0,3,1,1,0,0,0,0,38444576,1,0,188945601,1343323,0,85,0,9,1,4,1,2,0,0,0
303,0,5,5,0,4,624,0,51060,1,2414,1,6,31476184,0,1312710,2195183,2345065,2501440,3442617,0,0,3,1,1,0,0,0,0,27449809,1,0,62970656,1760561,0,85,0,9,1,0,0,1,0,0,0
304,1,5,7,0,3,1481,0,58122,1,2701,1,9,58139028,0,2366987,2631146,2616395,2325843,3080890,0,0,3,2,1,0,0,0,0,57499693,1,0,140540608,1912021,0,81,0,8,0,2,4,2,0,0,0
305,1,5,5,0,2,1113,0,50878,1,2620,1,10,91164671,0,1808995,2910210,2914414,2940490,2942606,0,0,3,2,1,0,0,0,0,33511469,1,0,86993656,1398694,0,93,0,9,0,3,4,0,0,0,0
306,0,3,7,0,4,771,0,52829,1,2392,1,8,49851247,0,1111910,1649650,2086137,2471457,3213906,0,0,3,1,1,0,0,0,0,28079796,1,0,190012152,1914117,0,89,0,9,1,1,1,2,0,0,0
307,1,5,9,0,2,634,0,61024,1,2343,1,7,24040776,0,1361638,1835907,2336935,2048644,2932756,0,0,3,1,1,0,0,0,0,37037120,1,0,195639486,2488994,0,81,0,9,0,5,2,2,0,0,0
308,1,5,5,0,2,1212,0,62930,0,2576,1,5,82139273,0,1554474,1761561,2580495,2614932,2896575,0,0,3,2,1,0,0,0,0,43254912,1,0,173302508,1062903,0,93,1,8,0,0,4,1,0,0,0
309,0,3,4,0,3,871,0,52819,0,2117,1,6,97955441,0,2146723,2411385,2894307,2972712,3120630,0,0,3,2,1,0,0,0,0,30076409,1,0,184068157,1864324,0,91,0,8,0,2,4,0,0,0,0
310,1,3,9,0,4,874,0,54890,1,2914,1,10,76330591,0,1548277,2511498,2305391,2206577,2513492,0,0,3,2,1,0,0,0,0,38004409,1,0,157248624,2307018,0,89,1,8,0,4,3,2,0,0,0
311,1,5,4,0,4,940,0,50546,1,2894,1,5,59234244,0,2406794,1390120,2576236,2828479,2555414,0,0,3,1,1,0,0,0,0,22096974,1,0,163201750,1954858,0,94,1,8,0,0,2,2,0,0,0
312,1,5,4,0,2,530,0,52733,1,2639,1,7,23912804,0,1366125,2740716,2707769,2813313,3229430,0,0,3,2,1,0,0,0,0,27484658,1,0,70591876,1214601,0,84,1,9,1,0,0,0,0,0,0
313,1,3,8,0,4,1496,0,64094,1,2749,1,10,29726376,0,1257860,1600754,2770975,2788547,2873594,0,0,3,1,1,0,0,0,0,58832828,1,0,80476315,2159351,0,98,0,8,1,5,0,0,0,0,0
314,0,4,8,0,3,675,0,54585,1,2650,1,6,97677185,0,2481657,1641831,2176000,2753515,3127969,0,0,3,1,1,0,0,0,0,23706214,1,0,143313683,1480304,0,91,0,8,1,4,2,2,0,0,0
315,1,5,6,0,3,632,0,60995,0,2749,1,5,70861851,0,1640553,1657228,2423938,2709459,3177151,0,0,3,1,1,0,0,0,0,46344018,1,0,175205178,2397599,0,94,1,9,1,2,4,1,0,0,0
316,0,5,6,0,4,858,0,56677,1,2988,1,9,22072444,0,1933196,1261232,2613100,2428097,3232861,0,0,3,2,1,0,0,0,0,50555080,1,0,96580138,2097106,0,93,0,9,1,4,2,1,0,0,0
317,0,5,9,0,4,922,0,51636,1,2771,1,6,81140318,0,2064827,1385032,2946261,2673691,2830898,0,0,3,1,1,0,0,0,0,39178664,1,0,194942071,1221574,0,88,1,9,0,1,2,2,0,0,0
318,0,3,7,0,4,690,0,65788,0,2170,1,7,87444922,0,1558974,2659203,2871201,2157018,2615980,0,0,3,1,1,0,0,0,0,51319420,1,0,183272620,1060901,0,98,0,8,0,1,4,2,0,0,0
319,0,3,6,0,3,1490,0,62251,1,2957,1,6,35200168,0,1128411,2827197,2973761,2230094,3144428,0,0,3,2,1,0,0,0,0,31631492,1,0,138287924,2288853,0,100,1,8,0,4,4,2,0,0,0
320,1,5,5,0,3,1202,0,54939,0,2007,1,10,89873744,0,1436651,2647427,2611779,2241754,3193981,0,0,3,2,1,0,0,0,0,34981474,1,0,104827688,1243122,0,81,0,8,1,0,4,2,0,0,0
321,0,4,7,0,2,703,0,53564,1,2701,1,9,64869528,0,1604571,1265205,2231905,2228593,3225228,0,0,3,1,1,0,0,0,0,26736438,1,0,187548182,2450555,0,94,1,9,1,2,1,1,0,0,0
322,1,3,7,0,3,889,0,63886,0,2047,1,8,20806819,0,1040472,2180368,2901214,2459522,2507158,0,0,3,2,1,0,0,0,0,32473136,1,0,120678245,1964495,0,89,0,9,0,0,4,2,0,0,0
323,1,4,9,0,4,1055,0,68785,0,2918,1,7,86056450,0,2272474,1542835,2446927,2485972,3111452,0,0,3,2,1,0,0,0,0,40142842,1,0,186036077,1580159,0,87,0,9,0,0,4,1,0,0,0
324,0,4,9,0,2,1090,0,50324,1,2032,1,7,29044157,0,1263293,2071725,2946826,2364877,3216696,0,0,3,2,1,0,0,0,0,39776202,1,0,183256906,1631271,0,81,1,8,0,1,1,0,0,0,0
325,0,5,8,0,4,1094,0,59746,0,2908,1,6,38622885,0,1072726,2631945,2603019,2411867,3322263,0,0,3,1,1,0,0,0,0,22806826,1,0,141520771,1365207,0,90,0,8,1,4,0,2,0,0,0
326,0,5,7,0,4,1020,0,61298,1,2241,1,8,56547187,0,2183849,1853887,2038409,2258131,3195017,0,0,3,1,1,0,0,0,0,47590851,1,0,186311947,1913760,0,82,0,9,0,4,2,1,0,0,0
327,0,4,7,0,4,1132,0,48419,0,2026,1,7,93495081,0,2465762,2920351,2912754,2849313,2501148,0,0,3,1,1,0,0,0,0,24036438,1,0,122263310,1757620,0,94,1,8,1,3,1,0,0,0,0
328,1,4,5,0,4,1212,0,45066,1,2155,1,10,72126802,0,1972913,1350675,2214519,2802877,3445940,0,0,3,1,1,0,0,0,0,26252571,1,0,91543527,1898009,0,86,0,8,0,0,0,0,0,0,0
329,0,4,9,0,3,622,0,68381,1,2791,1,10,20500871,0,2295511,2200321,2158474,2680439,3445995,0,0,3,1,1,0,0,0,0,26393103,1,0,82876423,1778634,0,90,1,8,0,1,0,0,0,0,0
330,1,5,5,0,4,1364,0,50198,0,2319,1,10,30722836,0,2145272,2458324,2005476,2265291,3092111,0,0,3,1,1,0,0,0,0,58098078,1,0,74298082,2089242,0,96,1,9,0,5,4,0,0,0,0
331,1,5,7,0,2,1160,0,59713,0,2584,1,7,74924965,0,1301395,2373106,2981867,2305754,2539929,0,0,3,1,1,0,0,0,0,41441466,1,0,178914308,1449169,0,95,0,8,1,2,2,0,0,0,0
332,1,5,8,0,4,1304,0,69300,1,2017,1,8,90149857,0,2085946,1584798,2529581,2177662,2910087,0,0,3,2,1,0,0,0,0,31747528,1,0,91886567,2387797,0,91,0,8,0,3,1,0,0,0,0
333,0,3,5,0,2,1426,0,46700,0,2755,1,9,64359106,0,1477567,1526422,2096767,2878657,2928371,0,0,3,2,1,0,0,0,0,26588261,1,0,126038594,1822002,0,80,1,8,1,1,4,0,0,0,0
334,1,5,8,0,3,1064,0,50247,0,2221,1,6,39379600,0,2375507,1480396,2129738,2930131,2900725,0,0,3,2,1,0,0,0,0,22408311,1,0,63585038,2183479,0,98,1,9,1,2,2,0,0,0,0
335,0,3,6,0,2,819,0,47126,1,2501,1,6,98039548,0,1096285,1970750,2087708,2032641,3404091,0,0,3,1,1,0,0,0,0,28761467,1,0,174745000,2430746,0,93,0,9,0,0,4,0,0,0,0
336,1,3,5,0,2,957,0,67657,1,2356,1,8,87344903,0,2265369,2637079,2186361,2671909,2997847,0,0,3,2,1,0,0,0,0,49368797,1,0,124268543,1116237,0,92,0,8,0,2,1,2,0,0,0
337,1,4,8,0,4,1304,0,69286,1,2524,1,8,45732430,0,2367097,1665563,2826314,2970831,3440828,0,0,3,1,1,0,0,0,0,49480170,1,0,61316831,1529063,0,82,0,9,0,4,0,0,0,0,0
338,1,4,4,0,2,778,0,50042,0,2538,1,5,49867652,0,1581938,2150288,2837637,2838814,2895454,0,0,3,1,1,0,0,0,0,53811695,1,0,137396372,1681406,0,89,1,9,0,5,4,2,0,0,0
339,0,4,6,0,2,667,0,69140,0,2007,1,7,44221088,0,2201375,2404266,2009432,2553668,3192251,0,0,3,2,1,0,0,0,0,57762076,1,0,121320762,1245386,0,89,0,8,0,4,0,2,0,0,0
340,1,5,8,0,2,1195,0,59640,1,2490,1,5,29306146,0,1226011,2325557,2822744,2607954,3410391,0,0,3,1,1,0,0,0,0,30691022,1,0,67359290,2174135,0,95,1,9,0,1,0,2,0,0,0
341,1,4,7,0,4,979,0,48487,1,2081,1,5,49256860,0,2138104,2216143,2210074,2250285,2910093,0,0,3,1,1,0,0,0,0,30626689,1,0,102181540,1618774,0,90,0,9,0,2,4,2,0,0,0
342,1,3,9,0,3,691,0,57045,1,2656,1,6,44528152,0,1184181,1505284,2385220,2741092,3023435,0,0,3,2,1,0,0,0,0,52196312,1,0,139899623,1620225,0,95,0,9,0,4,3,1,0,0,0
343,1,5,6,0,2,1211,0,53838,0,2807,1,6,78880272,0,1834100,1467659,2212453,2956841,2875064,0,0,3,2,1,0,0,0,0,36657723,1,0,65319476,1776674,0,94,1,8,1,5,0,0,0,0,0
344,1,5,5,0,3,877,0,65074,1,2068,1,10,39247192,0,1966491,1419591,2860358,2850778,2763825,0,0,3,2,1,0,0,0,0,33433169,1,0,120618153,1543476,0,97,1,8,1,0,1,1,0,0,0
345,0,4,5,0,3,1329,0,64149,0,2248,1,8,62534600,0,2349967,2134856,2267676,2847842,2837023,0,0,3,2,1,0,0,0,0,24523610,1,0,147071967,1559317,0,82,0,8,1,0,0,0,0,0,0
346,1,5,5,0,2,564,0,53697,1,2757,1,10,87516613,0,1189756,1350745,2237389,2895383,3085967,0,0,3,1,1,0,0,0,0,39842327,1,0,99091868,1815098,0,95,0,9,0,4,1,0,0,0,0
347,1,3,5,0,3,1489,0,45929,0,2020,1,7,91195250,0,1068289,2825134,2413828,2114675,2511031,0,0,3,1,1,0,0,0,0,23905844,1,0,124712348,1864436,0,88,1,9,1,0,0,2,0,0,0
348,1,5,9,0,3,719,0,62311,1,2578,1,6,55493317,0,1823181,1245235,2368769,2786359,3021790,0,0,3,1,1,0,0,0,0,26236592,1,0,84643691,2090329,0,81,1,8,0,3,2,0,0,0,0
349,1,3,4,0,3,1239,0,56739,1,2992,1,8,40020988,0,1300807,2275166,2698624,2741094,2804502,0,0,3,2,1,0,0,0,0,23624773,1,0,65129904,2081792,0,85,1,8,0,3,0,2,0,0,0
350,1,4,4,0,2,1101,0,46459,0,2243,1,10,54551597,0,1253238,2272329,2169739,2066264,2561233,0,0,3,2,1,0,0,0,0,28068841,1,0,109074134,1073489,0,91,0,8,0,4,4,1,0,0,0
351,0,4,8,0,3,1368,0,58215,1,2697,1,10,21290279,0,1124679,2971519,2336720,2508429,3182989,0,0,3,2,1,0,0,0,0,36316860,1,0,163489127,1773872,0,81,1,8,0,0,1,0,0,0,0
352,1,4,6,0,3,749,0,53355,1,2401,1,8,40721610,0,1810179,1274057,2144751,2091669,3213532,0,0,3,2,1,0,0,0,0,27164748,1,0,97886954,1379811,0,90,1,9,0,0,0,2,0,0,0
353,0,5,6,0,2,893,0,69520,1,2933,1,9,91147164,0,1046716,1786179,2030318,2260073,3415602,0,0,3,1,1,0,0,0,0,39947209,1,0,105839542,2163038,0,84,1,8,1,2,1,2,0,0,0
354,0,3,4,0,3,1306,0,64956,1,2480,1,5,30242153,0,1733261,2657847,2360737,2918685,2526145,0,0,3,2,1,0,0,0,0,59416067,1,0,68974680,1863366,0,86,1,8,0,2,3,2,0,0,0
355,1,4,5,0,3,769,0,46421,1,2413,1,10,57444599,0,1985266,2956534,2243146,2041077,2737317,0,0,3,1,1,0,0,0,0,47133583,1,0,124055195,1522553,0,100,0,8,1,3,4,1,0,0,0
356,0,3,4,0,2,1486,0,64497,1,2118,1,10,93027459,0,1504127,2289255,2984230,2682318,2713689,0,0,3,2,1,0,0,0,0,45371292,1,0,195339588,1479423,0,95,0,9,0,4,2,2,0,0,0
357,0,5,8,0,4,611,0,51287,1,2321,1,10,63936046,0,1548044,1278130,2419699,2729181,3307220,0,0,3,1,1,0,0,0,0,50961409,1,0,173549354,2302026,0,87,1,8,1,0,2,2,0,0,0
358,1,3,7,0,3,1402,0,66348,0,2850,1,7,82119724,0,1989334,1769891,2862061,2844655,3282445,0,0,3,2,1,0,0,0,0,55239394,1,0,188660463,1853887,0,96,0,8,0,1,2,2,0,0,0
359,0,3,7,0,3,1149,0,58022,0,2084,1,8,56621411,0,1720824,1750244,2227698,2865909,2551587,0,0,3,2,1,0,0,0,0,47253803,1,0,145549613,1301697,0,92,1,8,1,5,3,1,0,0,0
360,0,4,8,0,3,816,0,45245,0,2733,1,5,60181832,0,1542132,1524826,2304401,2488134,2912984,0,0,3,2,1,0,0,0,0,27719153,1,0,151350590,1236398,0,85,0,8,1,0,3,1,0,0,0
361,0,3,9,0,2,571,0,54305,1,2245,1,10,98280394,0,1610502,1258626,2057899,2647957,3446010,0,0,3,2,1,0,0,0,0,48052627,1,0,178540711,1992284,0,93,0,9,0,4,2,0,0,0,0
362,0,3,7,0,2,1040,0,46556,0,2325,1,6,41482292,0,2341142,1709218,2261705,2705251,3027146,0,0,3,2,1,0,0,0,0,41690758,1,0,180001419,2457707,0,91,1,8,1,5,3,2,0,0,0
363,1,4,7,0,2,891,0,59042,1,2633,1,6,22036244,0,1790374,1701851,2797086,2498240,3090781,0,0,3,2,1,0,0,0,0,49111577,1,0,181378724,2067599,0,99,1,8,0,3,0,2,0,0,0
364,1,3,8,0,2,978,0,59669,0,2814,1,6,42652929,0,1843487,2929909,2302609,2279848,3238350,0,0,3,2,1,0,0,0,0,23495466,1,0,165240991,2414365,0,95,0,9,0,1,1,0,0,0,0
365,1,4,5,0,3,782,0,53358,0,2347,1,7,64028264,0,2455462,2171862,2438198,2342303,3125538,0,0,3,2,1,0,0,0,0,20025422,1,0,156798530,1419430,0,83,0,9,1,2,1,0,0,0,0
366,1,4,9,0,4,1331,0,46559,0,2524,1,8,79056136,0,2334776,1215264,2411696,2136750,3385129,0,0,3,1,1,0,0,0,0,47339972,1,0,119309402,1877222,0,95,0,9,1,5,3,0,0,0,0
367,1,3,8,0,3,551,0,61411,0,2441,1,10,69170244,0,2179908,1709429,2439299,2707620,3440514,0,0,3,1,1,0,0,0,0,39796945,1,0,60254848,1993782,0,99,1,9,1,0,4,0,0,0,0
368,0,3,4,0,2,1455,0,57098,1,2745,1,7,62104917,0,1454320,1408952,2509286,2731365,2817473,0,0,3,1,1,0,0,0,0,25954823,1,0,121438402,1746178,0,88,0,9,1,3,0,2,0,0,0
369,1,4,7,0,3,1063,0,56001,0,2194,1,9,38762370,0,1130149,2327560,2714596,2972396,3071648,0,0,3,1,1,0,0,0,0,37910511,1,0,103955715,1548256,0,95,1,8,1,2,1,0,0,0,0
370,0,5,8,0,3,1056,0,52062,1,2717,1,6,42468839,0,1312748,1474563,2535832,2283014,2717401,0,0,3,1,1,0,0,0,0,40419609,1,0,107307113,1851317,0,98,0,9,0,4,2,0,0,0,0
371,0,5,9,0,4,607,0,47048,0,2418,1,8,53890915,0,1087515,1633965,2994278,2698268,2898112,0,0,3,2,1,0,0,0,0,31104082,1,0,139748724,1812699,0,88,1,8,1,5,1,2,0,0,0
372,1,3,4,0,3,1147,0,66871,0,3000,1,9,97131861,0,1456866,2317652,2707392,2468905,2715057,0,0,3,2,1,0,0,0,0,34887677,1,0,130051926,1541419,0,89,1,8,1,0,0,2,0,0,0
373,0,4,9,0,4,1328,0,61129,0,2173,1,10,81829196,0,2044103,1483634,2330164,2704562,3048228,0,0,3,1,1,0,0,0,0,38248188,1,0,134810663,1587475,0,80,1,9,1,1,2,2,0,0,0
374,0,4,5,0,3,1385,0,54693,1,2362,1,7,35353649,0,1474465,2564416,2473578,2765336,2717940,0,0,3,1,1,0,0,0,0,53000336,1,0,165178043,1183923,0,87,0,9,0,4,4,1,0,0,0
375,1,3,7,0,3,1472,0,57243,1,2168,1,9,57903824,0,2192839,2378386,2610256,2189117,2584589,0,0,3,1,1,0,0,0,0,44023479,1,0,68618991,1960712,0,96,0,8,0,1,4,0,0,0,0
376,0,3,4,0,2,976,0,68278,0,2208,1,10,87873126,0,1251589,1435167,2062986,2696264,3248761,0,0,3,2,1,0,0,0,0,48792762,1,0,93159289,2486824,0,91,1,9,0,3,4,2,0,0,0
377,0,5,5,0,2,1220,0,60844,0,2452,1,9,87082549,0,1666443,1700594,2149436,2488133,3207194,0,0,3,1,1,0,0,0,0,55599813,1,0,79784935,2192547,0,92,1,8,1,0,4,2,0,0,0
378,0,5,7,0,3,570,0,65363,1,2980,1,10,66098525,0,2372785,1295914,2491523,2969649,2760455,0,0,3,1,1,0,0,0,0,41691676,1,0,87221828,1193787,0,99,1,8,0,2,3,1,0,0,0
379,1,5,5,0,2,1130,0,57963,0,2990,1,7,77943556,0,1579973,1276212,2974614,2727601,3405394,0,0,3,2,1,0,0,0,0,37730651,1,0,107905230,1124705,0,83,0,8,1,0,2,0,0,0,0
380,1,5,9,0,4,626,0,51908,0,2508,1,8,56554182,0,1645656,1359871,2384512,2195119,3385636,0,0,3,2,1,0,0,0,0,32317798,1,0,108568757,2116612,0,86,1,8,1,3,2,0,0,0,0
381,0,4,4,0,3,1316,0,49927,0,2083,1,9,23812140,0,1360162,2664832,2834831,2816976,2648538,0,0,3,1,1,0,0,0,0,24680899,1,0,112928694,1358671,0,93,1,9,0,4,4,2,0,0,0
382,0,5,5,0,4,576,0,61129,0,2946,1,6,44131037,0,2120897,2870982,2305883,2348726,3015414,0,0,3,1,1,0,0,0,0,58819370,1,0,85981436,1143064,0,81,1,9,0,4,0,2,0,0,0
383,0,3,7,0,2,1194,0,52473,0,2297,1,10,43129849,0,1483002,2656967,2767626,2958166,3043595,0,0,3,1,1,0,0,0,0,49382747,1,0,62050102,1947374,0,96,0,9,1,2,3,1,0,0,0
384,0,5,6,0,4,1252,0,49634,0,2548,1,5,78470547,0,1292978,2390901,2440666,2987150,3369417,0,0,3,2,1,0,0,0,0,26593889,1,0,184399553,2319641,0,81,0,9,1,1,1,2,0,0,0
385,0,5,7,0,3,927,0,67780,0,2425,1,5,47084140,0,1956750,2468914,2260392,2838609,2647213,0,0,3,1,1,0,0,0,0,42202004,1,0,98952774,1707858,0,94,0,8,0,0,1,0,0,0,0
386,0,4,7,0,3,1483,0,48110,0,2720,1,9,68737840,0,2308351,1272499,2398226,2692307,2638140,0,0,3,1,1,0,0,0,0,44803963,1,0,130569642,1182694,0,80,1,8,1,4,1,0,0,0,0
387,0,5,7,0,2,1063,0,51528,0,2122,1,9,80507970,0,1578263,2178670,2964227,2228746,3259279,0,0,3,1,1,0,0,0,0,23528221,1,0,172157884,1367732,0,87,1,8,0,3,3,1,0,0,0
388,0,4,6,0,4,1410,0,61286,1,2626,1,10,59239815,0,1964796,1288544,2455038,2268753,3428535,0,0,3,1,1,0,0,0,0,41058277,1,0,135606394,1044687,0,100,0,9,0,4,1,2,0,0,0
389,0,5,9,0,2,581,0,64134,0,2533,1,8,94406281,0,1184695,2615978,2719266,2753694,3276762,0,0,3,2,1,0,0,0,0,25523142,1,0,149922387,1614545,0,89,0,8,1,2,0,2,0,0,0
390,0,3,4,0,3,709,0,68211,0,2653,1,9,33122617,0,2488814,2775363,2723175,2431803,2603929,0,0,3,1,1,0,0,0,0,30094646,1,0,153651945,1232003,0,82,0,8,1,4,2,2,0,0,0
391,1,3,7,0,3,575,0,68525,1,2274,1,10,79454814,0,1983240,2501749,2433345,2360901,2743781,0,0,3,2,1,0,0,0,0,34957927,1,0,100586445,1778323,0,93,1,9,0,1,0,0,0,0,0
392,1,5,9,0,2,1188,0,53037,1,2527,1,10,83666142,0,1342316,1501448,2837632,2824330,2835563,0,0,3,2,1,0,0,0,0,54476276,1,0,87405435,2329168,0,99,1,8,0,2,3,2,0,0,0
393,0,4,6,0,2,1129,0,60739,1,2989,1,6,59566351,0,2024800,2877640,2676458,2602210,2635121,0,0,3,2,1,0,0,0,0,51511696,1,0,85522583,1939007,0,83,1,9,0,5,1,2,0,0,0
394,0,5,4,0,3,1054,0,68603,1,2816,1,8,55545075,0,1300604,1916506,2245416,2437187,2561592,0,0,3,2,1,0,0,0,0,51275677,1,0,84495609,1827408,0,81,1,9,0,1,1,0,0,0,0
395,0,3,6,0,3,655,0,65158,1,2871,1,8,83858890,0,1037528,1388732,2704396,2400605,3362469,0,0,3,2,1,0,0,0,0,44611861,1,0,87825319,1416692,0,94,1,9,1,4,1,2,0,0,0
396,0,3,8,0,2,1257,0,55744,0,2679,1,10,51402576,0,2492649,1950224,2336004,2959587,2709515,0,0,3,1,1,0,0,0,0,48061348,1,0,197096334,1868159,0,88,0,9,1,5,4,2,0,0,0
397,0,5,8,0,4,890,0,57225,1,2239,1,5,39021255,0,2043542,1432990,2365609,2424154,3485928,0,0,3,1,1,0,0,0,0,59206828,1,0,191331410,1669765,0,95,0,9,1,2,0,0,0,0,0
398,1,4,7,0,4,651,0,58471,1,2833,1,9,39269364,0,1068643,2556643,2890788,2565292,2635604,0,0,3,2,1,0,0,0,0,47655392,1,0,174316511,2088294,0,83,0,8,0,0,2,2,0,0,0
399,0,5,5,0,2,994,0,57153,0,2211,1,7,94317311,0,1385205,1600688,2882266,2558991,2803329,0,0,3,1,1,0,0,0,0,24279517,1,0,152942460,1334906,0,81,1,9,1,2,0,1,0,0,0
400,0,3,5,0,2,1316,0,59083,0,2780,1,10,39833525,0,2049679,2264426,2073778,2889653,2821124,0,0,3,1,1,0,0,0,0,58269784,1,0,160582862,1068194,0,90,1,8,1,4,2,1,0,0,0
401,1,5,6,0,4,1043,0,63600,1,2137,1,6,92331950,0,1371909,2723158,2146455,2169182,2980967,0,0,3,2,1,0,0,0,0,57181136,1,0,103850143,1586315,0,94,0,8,0,4,4,1,0,0,0
402,1,3,6,0,2,1158,0,62868,0,2106,1,9,45542776,0,1872422,2408725,2370938,2478275,3292708,0,0,3,1,1,0,0,0,0,52591700,1,0,101924923,2031660,0,82,1,9,1,4,0,2,0,0,0
403,1,4,5,0,4,580,0,58929,1,2204,1,7,23404995,0,2235559,2893767,2996844,2226525,2718595,0,0,3,2,1,0,0,0,0,47026964,1,0,65117255,2023309,0,92,1,8,1,5,1,2,0,0,0
404,1,3,9,0,4,1486,0,57114,1,2212,1,5,44097048,0,1108734,1700416,2268971,2309544,2928799,0,0,3,1,1,0,0,0,0,54326396,1,0,95904914,1159227,0,93,0,8,0,4,1,0,0,0,0
405,0,4,6,0,4,1038,0,55235,1,2015,1,8,35365229,0,1503642,2199557,2425328,2651442,3047055,0,0,3,1,1,0,0,0,0,48013960,1,0,62900735,2375860,0,81,1,8,0,5,3,1,0,0,0
406,0,5,9,0,2,757,0,53930,0,2323,1,10,83321980,0,2473577,2122170,2362929,2625969,2919394,0,0,3,1,1,0,0,0,0,48400307,1,0,90264131,1192056,0,82,1,8,1,1,3,2,0,0,0
407,1,4,6,0,3,789,0,53346,0,2283,1,7,78286917,0,1151897,2141459,2445576,2309458,2595475,0,0,3,1,1,0,0,0,0,23462326,1,0,198612652,2042214,0,91,0,8,1,3,2,1,0,0,0
408,0,3,6,0,4,1264,0,48953,0,2386,1,9,33645355,0,1296123,1397099,2005589,2654037,2566597,0,0,3,2,1,0,0,0,0,51693785,1,0,177677874,2124036,0,88,0,8,1,5,0,1,0,0,0
409,1,5,5,0,4,1193,0,49586,0,2616,1,7,67378133,0,1039919,1291104,2845231,2742801,2932961,0,0,3,1,1,0,0,0,0,33330072,1,0,93145622,2157578,0,90,0,9,1,0,1,0,0,0,0
410,1,4,9,0,3,1439,0,52270,1,2091,1,10,34534939,0,1930976,2805356,2225875,2329948,2674078,0,0,3,2,1,0,0,0,0,32226122,1,0,134098464,2203984,0,91,1,9,0,5,0,0,0,0,0
411,0,4,4,0,4,959,0,47524,1,2576,1,8,95404921,0,2484266,2844380,2050944,2093696,2554013,0,0,3,2,1,0,0,0,0,29934828,1,0,104197005,2390449,0,82,1,9,1,5,0,0,0,0,0
412,0,4,6,0,2,993,0,58845,1,2590,1,6,48777250,0,2408498,2951347,2052531,2444623,2985293,0,0,3,1,1,0,0,0,0,59533500,1,0,125143142,1813437,0,98,0,9,0,5,0,0,0,0,0
413,1,3,5,0,3,1163,0,45156,1,2257,1,6,30262465,0,2234296,2582120,2704564,2564097,2647569,0,0,3,2,1,0,0,0,0,48956631,1,0,86430213,1278146,0,87,0,9,0,3,4,1,0,0,0
414,1,5,6,0,4,1268,0,63001,0,2768,1,8,77290640,0,1436436,2066715,2043795,2741315,3389442,0,0,3,2,1,0,0,0,0,32602721,1,0,169080964,2296620,0,88,1,9,0,2,0,2,0,0,0
415,1,4,8,0,2,782,0,48825,1,2559,1,5,46406286,0,1419312,1426315,2803520,2050638,3243035,0,0,3,1,1,0,0,0,0,40701408,1,0,179755435,1599492,0,98,1,9,1,4,0,0,0,0,0
416,0,4,4,0,3,1419,0,57660,0,2132,1,5,50175197,0,2052133,2989683,2379921,2316163,2588405,0,0,3,2,1,0,0,0,0,59059158,1,0,199846865,1446926,0,85,1,8,1,5,3,0,0,0,0
417,1,4,8,0,3,571,0,49833,0,2169,1,9,72025441,0,1337115,1305655,2420974,2128991,3261744,0,0,3,2,1,0,0,0,0,27437813,1,0,82811869,1037081,0,88,1,8,0,4,0,2,0,0,0
418,1,4,7,0,3,1475,0,60645,0,2177,1,6,68896516,0,2176676,1787741,2064816,2842015,3327262,0,0,3,2,1,0,0,0,0,35231120,1,0,142120838,1026450,0,100,1,9,1,1,0,1,0,0,0
